province_id,year,dea_eff
31,2014,0.8497184386058562
1,2015,0.9294399210883673
2,2015,1.0000000000000002
3,2015,1.0
4,2015,0.6834359496116358
5,2015,0.8018834082097218
6,2015,0.7473229615581626
7,2015,0.5882700486513541
8,2015,0.8227379587224043
9,2015,1.0000000000000002
10,2015,1.0000000000000002
11,2015,0.792983486856741
12,2015,0.9197575783657834
13,2015,0.9861994829101985
14,2015,0.7101779068990711
15,2015,1.0000000000000002
16,2015,0.9821435978014154
17,2015,0.8093928977814997
18,2015,0.98704805076471
19,2015,1.0
20,2015,0.7708014771543884
21,2015,0.8641921931997645
22,2015,0.696026758390599
23,2015,0.8368800901490057
24,2015,0.7429595861864736
25,2015,0.7863539988528627
26,2015,1.0
27,2015,0.9492790087363006
28,2015,0.5938232686481418
29,2015,0.9999999999999998
30,2015,0.7690772070408585
31,2015,0.8094909933972484
1,2016,0.9063135100489609
2,2016,0.9999999999999998
3,2016,0.8079214259666951
4,2016,0.5803376797474755
5,2016,0.7163240978932623
6,2016,0.6424553481196206
7,2016,0.5175058418930235
8,2016,0.7147622444174614
9,2016,1.0
10,2016,1.0
11,2016,0.8069999265633141
12,2016,0.7737696539063792
13,2016,0.846839701714849
14,2016,0.649317912996622
15,2016,0.9370731614386762
16,2016,0.879382865481544
17,2016,0.784959597085205
18,2016,1.0000000000000002
19,2016,1.0
20,2016,0.6874271223407639
21,2016,0.8833239579030348
22,2016,0.6364890071030336
23,2016,0.7969518829015136
24,2016,0.6923772928912034
25,2016,0.7129259818380446
26,2016,1.0000000000000002
27,2016,0.7960147929544252
28,2016,0.5395388836096693
29,2016,0.9999999999999998
30,2016,0.7395649381450643
31,2016,0.7181564925628408
1,2017,0.9109350651538528
2,2017,0.9999999999999996
3,2017,0.8079533567058654
4,2017,0.6837992357564362
5,2017,0.7052685599460019
6,2017,0.6706753381436259
7,2017,0.49006163063174135
8,2017,0.6995502216568268
9,2017,0.9999999999999998
10,2017,1.0
11,2017,0.8286911109763371
12,2017,0.776363464286095
13,2017,0.8657733336238967
14,2017,0.6666361475807834
15,2017,0.8870809009008553
16,2017,0.8607619441455447
17,2017,0.8013991007229455
18,2017,1.0
19,2017,1.0000000000000002
20,2017,0.683130189298705
21,2017,0.8965710118248945
22,2017,0.6398456355976572
23,2017,0.9668748300378511
24,2017,0.7001231535120896
25,2017,0.7336929175892762
26,2017,1.0000000000000002
27,2017,0.8238852127034368
28,2017,0.49887263646075486
29,2017,0.9999999999999991
30,2017,0.7653809818663664
31,2017,0.5936567209482284
