地区,年份,GDP_亿元,GDP_当年价_亿元,GDP指数_上年=100,第二产业比重_%,总人口数_人,人口数_抽样调查_人,65岁以上人口_人,65岁以上人口_抽样调查_人,城镇化率_%,就业人员数_万人,城镇单位就业人员_万人,私营个体就业人员_万人,私营个体就业人员_NBS_万人,固定资产投资总额_亿元,固定资产投资到位资金增速_%,进出口总额_亿元人民币,进出口总额_万美元,税收收入_亿元,发明专利申请数_件,公有单位专业技术人员_人,公有单位专业技术人员_NBS_人
宁夏,2023,5368.8,5315.0,104.0,46.8,7676.0,7676.0,806.0,806.0,67.31,341.0,74.2,,,,10.0,205.5,,353.2,3518.0,,
宁夏,2024,5520.2,5502.8,106.0,42.4,7499.0,7499.0,798.0,798.0,68.22,336.0,79.2,,,,-7.4,203.1,,358.94,4417.0,,
安徽,2005,,5350.17,111.6,41.3,810095.0,,81754.0,,35.5,3484.67,,432.57,,2525.11,,,911938.85,334.02,903.0,714146.0,
安徽,2006,6602.6,6112.5,112.19999999999999,43.1,56880.0,56880.0,5807.0,5807.0,37.1,3741.0,,512.19,512.2,3533.56,,,3004483.415,428.03,1274.0,708707.0,708707.0
安徽,2007,8078.0,7360.92,113.35,44.7,56247.0,56247.0,5908.0,5908.0,38.7,3597.62,,485.26,485.3,5087.53,,,1593228.6,401.88,1602.0,711492.0,711492.0
安徽,2008,9691.2,8851.66,113.30000000000001,46.6,55498.0,55498.0,5963.0,5963.0,40.5,3594.59,343.7,444.27,444.3,6746.96,,,2018384.8,527.93,2729.0,740121.0,740121.0
安徽,2009,11063.3,10062.82,112.80000000000001,48.7,54638.0,54638.0,5545.0,5545.0,42.1,3689.75,359.9,460.43,460.4,8990.73,,,1567772.6,629.32,4465.0,746743.0,746743.0
安徽,2010,13474.6,12359.33,113.75,52.1,,,,,43.01,3846.76,372.9,570.79,570.8,11542.94,,,2427337.2,866.55,6396.0,735751.0,735751.0
安徽,2011,16532.7,15300.65,114.05,54.3,50989.0,50989.0,5342.0,5342.0,44.8,,411.6,598.5,598.5,12455.69,,,3130924.5,1108.31,10982.0,750273.0,750273.0
安徽,2012,18613.7,17212.05,112.8,54.64,49963.0,49963.0,5155.0,5155.0,46.3,,436.8,646.22,646.2,15425.83,,,3928454.3,1305.09,19391.0,724184.0,
安徽,2013,20888.2,19229.34,111.25,54.6,49765.0,49765.0,5241.0,5241.0,47.87,,519.7,705.06,705.1,18621.9,,,4551896.9,1520.22,34857.0,748081.0,
安徽,2014,22880.7,20848.75,109.80000000000001,53.1,50201.0,50201.0,5231.0,5231.0,49.31,,521.7,816.4,816.4,21875.6,,,4917730.0,1692.52,49960.0,757410.0,
安徽,2015,24142.7,22005.63,109.2,49.75,955845.0,955845.0,106895.0,106895.0,50.97,,513.8,919.34,919.3,24385.97,,,,1799.89,68314.0,754723.0,
安徽,2016,26801.2,24407.62,108.71,48.43,52056.0,52056.0,5969.0,5969.0,52.62,,517.1,1056.18,1056.2,27033.38,,2936.06,,1857.53,95963.0,751697.0,
安徽,2017,30141.8,27018.0,108.69,47.52,51658.0,51658.0,6712.82,6713.0,54.29,,516.2,1232.69,1232.7,29275.06,,3657.21,,1970.68,93527.0,752546.0,
安徽,2018,34377.3,30006.82,108.46,46.13,51812.0,51812.0,6840.06,6840.0,55.65,,592.3,1410.02,1410.0,,13.2,4141.93,,2180.74,108782.0,,
安徽,2019,37584.8,37113.98,108.0,41.3,49562.0,49562.0,6922.82,6923.0,57.02,,581.0,1571.14,1571.1,,6.1,4737.18,,2209.73,62743.0,,
安徽,2020,38628.8,38680.63,107.5,40.5,,,,,58.33,3243.0,565.6,,,,6.4,5451.5,,2199.52,69663.0,,
安徽,2021,43102.8,42959.2,103.9,41.0,64744.0,64744.0,9997.0,9997.0,59.39,3215.0,563.2,,,,10.6,6920.2,,2389.9,64106.0,,
安徽,2022,45525.1,45045.0,108.3,41.3,62763.0,62763.0,9912.0,9912.0,60.15,3176.0,576.8,,,,2.9,7528.7,,2246.7,65368.0,,
安徽,2023,48227.5,47050.6,103.5,40.1,64452.0,64452.0,10228.0,10228.0,61.51,3191.0,591.3,,,,-1.5,8053.0,,2593.1,67093.0,,
安徽,2024,50646.7,50625.2,105.8,38.7,63020.0,63020.0,9885.0,9885.0,62.57,3171.0,627.4,,,,-3.6,8643.73,,2601.68,65961.0,,
山东,2005,,18366.87,115.2,57.4,1224142.0,,121794.0,,45.0,5110.8,,809.0,,9307.3,,,7673587.17,1073.13,4801.0,1504722.0,
山东,2006,19184.0,21900.19,115.0,57.7,85953.0,85953.0,8211.0,8211.0,46.1,5960.0,,894.53,894.5,11111.42,,,16791080.630000003,1356.25,7237.0,1494089.0,1494089.0
山东,2007,22994.5,25776.91,114.55,56.9,85696.0,85696.0,8350.0,8350.0,46.75,5262.2,,922.56,922.6,12537.7,,,12247444.3,1308.35,8795.0,1494182.0,1494182.0
山东,2008,27460.2,30933.28,113.19999999999999,57.0,84970.0,84970.0,8285.0,8285.0,47.6,5352.5,901.4,910.61,910.6,15435.93,,,15840751.1,1533.53,13714.0,1491836.0,1491836.0
山东,2009,29957.2,33896.65,112.15,55.8,83867.0,83867.0,8171.0,8171.0,48.32,5449.77,922.3,1039.74,1039.7,19034.53,,,13905336.9,1720.35,13983.0,1567276.0,1567276.0
山东,2010,34429.4,39169.92,112.25,54.2,,,,,49.7,5654.67,956.2,1185.01,1185.0,23280.52,,,18915629.2,2149.9,17259.0,1527315.0,1527315.0
山东,2011,39622.0,45361.85,111.6,52.9,82336.0,82336.0,8854.0,8854.0,50.86,,1050.4,1280.72,1280.7,26749.68,,,23588607.6,2603.13,25623.0,1582861.0,1582861.0
山东,2012,43584.3,50013.24,110.35,51.46,80810.0,80810.0,8496.0,8496.0,52.03,,1110.2,1375.01,1375.0,31255.98,,,24554432.4,3050.2,40381.0,1568017.0,
山东,2013,48058.1,55230.32,109.69999999999999,50.1,80331.0,80331.0,8822.0,8822.0,53.46,,1290.6,1502.33,1502.3,36789.07,,,26653153.3,3533.49,67642.0,1580703.0,
山东,2014,51552.7,59426.59,109.15,48.4,80788.0,80788.0,9267.0,9267.0,54.77,,1266.3,1757.4,1757.4,42495.5,,,27692940.0,3965.76,77298.0,1573110.0,
山东,2015,56159.1,63002.33,108.7,46.8,1530763.0,1530763.0,178471.0,178471.0,56.97,,1236.7,2042.45,2042.4,48312.44,,,,4203.12,93475.0,1580664.0,
山东,2016,59702.6,68024.49,107.95,46.08,83464.0,83464.0,9725.46,9725.0,59.13,,1215.5,2372.68,2372.7,53322.94,,15476.57,,4212.59,88359.0,1509921.0,
山东,2017,63958.6,72634.15,107.6,45.35,82502.0,82502.0,10672.21,10672.0,60.79,,1192.9,2719.2,2719.2,55202.72,,17923.35,,4419.4,67772.0,1598159.0,
山东,2018,67864.4,76469.67,107.36,43.99,82408.0,82408.0,12495.13,12495.0,61.46,,1129.0,3057.78,3057.8,,10.8,19302.92,,4897.92,72764.0,,
山东,2019,72024.3,71067.53,106.4,39.8,78318.0,78318.0,12401.83,12402.0,61.86,,1072.0,3755.21,3755.2,,-8.4,20471.02,,4849.29,69350.0,,
山东,2020,74355.9,73129.0,105.5,39.1,,,,,63.05,5510.0,1098.3,,,,5.8,22130.3,,4757.62,74420.0,,
山东,2021,84838.0,83095.9,103.6,39.94,107712.0,107712.0,17152.0,17152.0,63.94,5475.0,1108.3,,,,4.3,29304.1,,5475.99,82481.0,,
山东,2022,89519.4,87435.1,108.3,40.0,104093.0,104093.0,17407.0,17407.0,64.54,5338.0,1081.5,,,,1.0,32199.7,,4795.52,88744.0,,
山东,2023,94206.4,92068.7,103.9,39.1,106592.0,106592.0,18577.0,18577.0,65.53,5370.0,1077.0,,,,-1.2,32665.9,,5229.66,96906.0,,
山东,2024,98406.9,98565.8,105.85,40.2,103752.0,103752.0,18400.0,18400.0,66.48,5315.0,1099.4,,,,4.1,33795.54,,5039.89,110207.0,,
山西,2005,,4230.53,112.6,56.3,444096.0,,34244.0,,42.11,1476.37,,164.55,,1826.58,,,554565.49,368.34,610.0,664541.0,
山西,2006,4758.7,4878.61,112.19999999999999,57.8,31182.0,31182.0,2178.0,2178.0,43.01,1561.2,,194.52,194.5,2255.74,,,1065420.7,583.38,965.0,675520.0,675520.0
山西,2007,5991.9,6024.45,113.1,60.0,31069.0,31069.0,2268.0,2268.0,44.03,1550.1,,230.64,230.6,2861.46,,,1157948.3,430.5,1212.0,687679.0,687679.0
山西,2008,7295.8,7315.4,111.25,61.5,30779.0,30779.0,2424.0,2424.0,45.11,1583.46,375.2,259.25,259.3,3531.16,,,1439505.7,566.49,2053.0,717848.0,717848.0
山西,2009,7231.2,7358.31,106.75,54.3,30378.0,30378.0,2457.0,2457.0,45.99,1599.65,385.8,250.3,250.3,4943.16,,,856903.2,581.91,2422.0,728478.0,728478.0
山西,2010,9004.5,9200.86,109.65,56.9,,,,,48.05,1665.08,394.4,290.36,290.4,6063.17,,,1257622.5,692.71,3046.0,733186.0,733186.0
山西,2011,11005.1,11237.55,113.45,59.0,30698.0,30698.0,2384.0,2384.0,49.79,,409.7,317.9,317.9,7073.06,,,1474305.6,872.88,4602.0,738002.0,738002.0
山西,2012,11819.7,12112.83,111.55,55.57,30128.0,30128.0,2400.0,2400.0,51.32,,436.0,386.2,386.2,8863.26,,,1504310.9,1045.22,5417.0,743943.0,
山西,2013,12171.8,12665.25,109.5,53.9,29957.0,29957.0,2388.0,2388.0,52.88,,464.0,425.24,425.2,11031.89,,,1579097.9,1136.89,6025.0,757435.0,
山西,2014,12307.0,12761.49,106.9,49.3,30106.0,30107.0,2566.0,2566.0,54.3,,452.1,472.0,472.0,12354.5,,,1623281.0,1134.34,6107.0,759931.0,
山西,2015,12036.1,12766.49,104.9,40.69,569491.0,569491.0,52324.0,52324.0,55.87,,440.3,497.3,497.3,14074.15,,,,1056.6,5680.0,756631.0,
山西,2016,12160.1,13050.41,103.1,38.54,30910.0,30910.0,2688.21,2688.0,57.27,,430.6,553.39,553.4,14197.98,,1100.12,,1036.67,8208.0,759968.0,
山西,2017,14679.1,15528.42,104.5,43.65,30550.0,30550.0,2746.22,2746.0,58.59,,428.7,592.03,592.0,6040.54,,1162.84,,1397.43,7379.0,752796.0,
山西,2018,16153.1,16818.11,107.1,42.15,30481.0,30481.0,3147.44,3147.0,59.85,,425.8,642.78,642.8,,13.1,1369.09,,1645.67,9395.0,,
山西,2019,17311.0,17026.68,106.7,43.8,29012.0,29012.0,3189.85,3190.0,61.29,,441.1,693.26,693.3,,16.9,1447.94,,1783.66,8424.0,,
山西,2020,18202.7,17651.93,106.2,43.5,,,,,62.53,1738.0,442.6,,,,15.6,1504.3,,1625.99,9472.0,,
山西,2021,23087.8,22590.2,103.6,49.64,36863.0,36863.0,5043.0,5043.0,63.42,1715.0,442.9,,,,8.8,2230.3,,2094.72,10059.0,,
山西,2022,25653.2,25642.6,109.1,54.0,35655.0,35655.0,5163.0,5163.0,63.96,1672.0,438.3,,,,4.4,1831.3,,2696.55,9891.0,,
山西,2023,26050.8,25698.2,104.4,51.9,36496.0,36496.0,5549.0,5549.0,64.97,1704.0,434.8,,,,-9.6,1691.2,,2557.05,11387.0,,
山西,2024,25353.5,25494.7,103.65,43.2,35463.0,35463.0,5598.0,5598.0,66.32,1682.0,443.6,,,,-2.6,1742.28,,2300.16,13598.0,,
广东,2005,,22557.37,113.8,50.7,1217005.0,,90071.0,,60.68,4702.1,,1015.73,,6977.93,,,42796496.66,1807.2,12887.0,1193149.0,
广东,2006,26403.1,26587.76,114.195,51.3,85451.0,85451.0,6073.0,6073.0,63.0,5250.09,,1188.97,1189.0,7973.37,,,77484738.925,2179.46,21351.0,1212040.0,1212040.0
广东,2007,32308.5,31777.01,114.625,51.3,85649.0,85649.0,6305.0,6305.0,63.14,5292.84,,1355.79,1355.8,9294.26,,,63418595.4,2415.47,26692.0,1234792.0,1234792.0
广东,2008,37351.5,36796.71,112.35499999999999,51.6,85714.0,85714.0,6477.0,6477.0,63.37,5478.0,1007.9,1460.31,1460.3,10868.67,,,68496879.8,2864.79,28099.0,1265386.0,1265386.0
广东,2009,40215.7,39482.56,109.875,49.2,84981.0,84981.0,6356.0,6356.0,63.4,5643.34,1055.0,1553.33,1553.3,13353.15,,,61109404.9,3130.61,32247.0,1300813.0,1300813.0
广东,2010,46821.3,46013.06,111.05000000000001,50.0,,,,,66.18,5776.93,1118.5,1540.75,1540.8,15623.7,,,78489612.4,3803.47,40866.0,1249395.0,1249395.0
广东,2011,54009.6,53210.28,111.2,49.7,89750.0,89750.0,5884.0,5884.0,66.57,,1238.2,1670.85,1670.8,17069.2,,,91346733.1,4548.66,52012.0,1304048.0,1304048.0
广东,2012,58057.6,57067.92,109.1,48.54,88395.0,88395.0,6172.0,6172.0,67.15,,1304.0,1808.94,1808.9,18751.47,,,98402046.0,5073.88,60448.0,1295355.0,
广东,2013,63757.3,62474.79,108.35,47.3,87847.0,87847.0,6364.0,6364.0,68.09,,1967.0,2040.62,2040.6,22308.39,,,109158143.7,5767.94,68990.0,1314267.0,
广东,2014,69593.4,67809.85,108.15,46.3,88503.0,88503.0,7322.0,7322.0,68.62,,1973.3,2526.8,2526.8,26293.9,,,107658447.0,6510.47,75147.0,1346947.0,
广东,2015,75820.8,72812.55,107.8,44.79,1681666.0,1681666.0,123964.0,123964.0,69.51,,1948.0,3020.45,3020.4,30343.03,,,,7377.07,103941.0,1359029.0,
广东,2016,83493.4,80854.91,108.0,43.42,92107.0,92107.0,7085.91,7086.0,70.15,,1957.6,3637.8,3637.8,33303.64,,63100.52,,8098.63,155581.0,1386623.0,
广东,2017,93004.8,89705.23,107.5,42.37,91922.0,91922.0,7120.96,7121.0,70.74,,1963.1,4179.59,4179.6,37761.75,,68168.76,,8871.89,182639.0,1397444.0,
广东,2018,101875.9,97277.77,107.54,41.83,93024.0,93024.0,7686.71,7687.0,71.81,,1994.1,4585.19,4585.2,,9.5,71602.1,,9737.51,216469.0,,
广东,2019,110468.1,107671.07,106.8,40.4,89429.0,89429.0,7671.65,7672.0,72.65,,2064.6,5068.48,5068.5,,10.4,71487.7,,10063.95,203311.0,,
广东,2020,113708.9,110760.94,106.2,39.2,,,,,74.15,7039.0,2085.3,,,,14.8,70871.1,,9881.95,215926.0,,
广东,2021,127577.4,124369.7,102.3,40.38,134340.0,134340.0,12252.0,12252.0,74.63,7072.0,2110.9,,,,9.3,82680.3,,10785.23,242551.0,,
广东,2022,132547.1,129118.6,108.0,40.9,129642.0,129642.0,12440.0,12440.0,74.79,6904.0,2066.6,,,,-11.5,83001.8,,9286.11,236957.0,,
广东,2023,137905.4,135673.2,101.9,40.1,133790.0,133790.0,13330.0,13330.0,75.42,7057.0,1990.0,,,,4.6,83017.2,,10244.77,240223.0,,
广东,2024,141488.9,141633.8,104.15,38.4,131542.0,131542.0,13399.0,13399.0,75.91,7061.0,2049.4,,,,-13.1,90977.9,,9817.74,259373.0,,
广西,2005,,3984.1,113.2,37.1,616837.0,,58931.0,,33.62,2703.06,,247.13,,1661.17,,,518150.38,283.04,641.0,723900.0,
广西,2006,4479.8,4746.16,113.4,38.9,43311.0,43311.0,3892.0,3892.0,34.64,2760.0,,268.07,268.1,2198.72,,,2887905.43,342.58,679.0,731406.0,731406.0
广西,2007,5556.4,5823.41,114.35,40.7,43442.0,43442.0,3991.0,3991.0,36.24,2759.61,,313.7,313.7,2939.67,,,925899.7,282.68,945.0,745589.0,745589.0
广西,2008,6561.9,7021.0,113.94999999999999,42.4,43252.0,43252.0,4045.0,4045.0,38.16,2807.16,292.8,341.08,341.1,3756.41,,,1323616.8,346.49,1086.0,756850.0,756850.0
广西,2009,7243.4,7759.16,113.35,43.6,42891.0,42891.0,3993.0,3993.0,39.2,2862.63,301.4,383.99,384.0,5237.24,,,1425472.6,417.68,1280.0,754256.0,754256.0
广西,2010,8712.0,9569.85,114.05000000000001,47.1,,,,,40.0,2945.34,316.7,412.55,412.5,7057.56,,,1773890.6,533.87,1574.0,733726.0,733726.0
广西,2011,10472.7,11720.87,113.25,48.4,39686.0,39686.0,3786.0,3786.0,41.9,,341.6,433.86,433.9,7990.66,,,2335596.6,644.8,2757.0,752309.0,752309.0
广西,2012,11496.6,13035.1,111.8,47.93,39066.0,39066.0,3644.0,3644.0,43.48,,358.0,477.61,477.6,9808.61,,,2948446.0,762.46,6511.0,697671.0,
广西,2013,12680.6,14449.9,110.75,47.7,38947.0,38947.0,3620.0,3620.0,45.11,,403.0,508.85,508.8,11907.67,,,3282749.9,875.74,14382.0,737906.0,
广西,2014,13856.7,15672.89,109.35,46.7,39234.0,39232.0,3741.0,3741.0,46.54,,401.5,571.0,571.0,13843.2,,,4054885.0,978.07,22237.0,724889.0,
广西,2015,15030.2,16803.12,108.5,45.93,747093.0,747093.0,72940.0,72940.0,47.99,,405.4,646.42,646.4,16227.78,,,,1031.65,30815.0,738375.0,
广西,2016,16417.2,18317.64,108.1,45.17,40677.0,40677.0,3942.77,3943.0,49.24,,401.4,703.39,703.4,18236.78,,3152.44,,1036.22,43078.0,689160.0,
广西,2017,18071.7,18523.26,107.3,40.22,40385.0,40385.0,3935.72,3936.0,50.59,,398.0,787.36,787.4,20499.11,,3912.41,,1057.69,37976.0,700770.0,
广西,2018,19951.7,20352.51,107.1,39.67,40353.0,40353.0,4045.75,4046.0,51.82,,386.8,921.92,921.9,,9.7,4104.35,,1122.09,20302.0,,
广西,2019,21341.5,21237.14,106.8,33.3,38653.0,38653.0,3929.86,3930.0,52.98,,404.1,1029.96,1030.0,,8.9,4695.97,,1146.78,12412.0,,
广西,2020,22250.7,22156.69,106.0,32.1,,,,,54.2,2558.0,410.4,,,,5.1,4869.8,,1113.22,12854.0,,
广西,2021,25311.5,24740.9,103.7,33.09,53347.0,53347.0,6716.0,6716.0,55.08,2544.0,410.3,,,,3.7,5930.6,,1191.09,13693.0,,
广西,2022,26419.7,26300.9,107.5,34.0,51699.0,51699.0,6790.0,6790.0,55.65,2508.0,395.8,,,,-1.8,6464.2,,930.37,13611.0,,
广西,2023,27501.7,27202.4,102.9,32.8,52933.0,52933.0,7310.0,7310.0,56.78,2529.0,390.8,,,,-14.5,6913.9,,1081.99,12471.0,,
广西,2024,28694.1,28649.4,104.15,32.5,51594.0,51594.0,7208.0,7208.0,57.39,2483.0,387.1,,,,-10.2,7554.39,,1088.98,14341.0,,
新疆,2005,,2604.19,110.9,44.7,265815.0,,17223.0,,37.15,764.3,,142.99,,1339.06,,,794048.68,180.32,320.0,403237.0,
新疆,2006,2984.5,3045.26,110.95,48.0,18681.0,18681.0,1242.0,1242.0,37.94,811.75,,152.99,153.0,1567.05,,,1438633.27,219.46,381.0,412214.0,412214.0
新疆,2007,3536.4,3523.16,111.6,46.8,18872.0,18872.0,1285.0,1285.0,39.15,800.84,,157.33,157.3,1850.84,,,1371582.8,220.65,476.0,411099.0,411099.0
新疆,2008,4183.9,4183.21,111.6,49.6,19004.0,19004.0,1366.0,1366.0,39.64,813.7,248.2,160.85,160.9,2259.97,,,2221736.0,286.55,482.0,413844.0,413844.0
新疆,2009,4289.5,4277.05,109.55,45.1,18979.0,18979.0,1264.0,1264.0,39.85,829.17,249.4,166.9,166.9,2725.45,,,1394783.1,301.13,662.0,411628.0,411628.0
新疆,2010,5425.4,5437.47,109.35,47.7,,,,,43.01,852.59,255.0,174.61,174.6,3423.24,,,1713011.0,416.23,914.0,407651.0,407651.0
新疆,2011,6607.6,6610.05,111.3,48.8,18871.0,18871.0,1247.0,1247.0,43.73,,279.4,171.53,171.5,4632.14,,,2281967.2,593.41,1273.0,421372.0,421372.0
新疆,2012,7499.5,7505.31,112.0,46.39,18630.0,18630.0,1266.0,1266.0,44.22,,288.8,211.68,211.7,6158.78,,,2517005.9,698.93,1679.0,454975.0,
新疆,2013,8518.4,8443.84,111.5,45.0,18688.0,18688.0,1190.0,1190.0,44.94,,309.5,227.14,227.1,7732.3,,,2756139.1,826.34,2081.0,446213.0,
新疆,2014,9400.2,9273.46,110.5,42.6,18970.0,18969.0,1303.0,1303.0,46.79,,316.6,249.4,249.4,9447.7,,,2767232.0,887.79,2360.0,469005.0,
新疆,2015,9545.7,9324.8,110.0,38.57,367631.0,367631.0,26207.0,26207.0,48.78,,317.2,294.28,294.3,10813.03,,,,861.73,3024.0,478111.0,
新疆,2016,9913.9,9649.7,108.8,37.79,20165.0,20165.0,1458.43,1458.0,50.42,,320.5,334.66,334.7,10287.53,,1166.67,,869.18,3598.0,488913.0,
新疆,2017,11460.8,10881.96,107.6,39.8,20210.0,20210.0,1472.2,1472.0,51.9,,335.0,626.02,626.0,12089.12,,1392.3,,944.38,3207.0,493440.0,
新疆,2018,13110.1,12199.08,107.6,40.3,20375.0,20375.0,1458.48,1458.0,54.01,,305.2,408.68,408.7,,-20.7,1325.49,,1051.8,3665.0,,
新疆,2019,14024.9,13597.11,106.1,35.3,19660.0,19660.0,1586.05,1586.0,55.51,,318.8,479.45,479.5,,8.0,1640.81,,1016.09,3544.0,,
新疆,2020,14262.2,13797.58,106.2,34.4,,,,,56.53,1356.0,323.0,,,,20.6,1483.4,,910.19,3776.0,,
新疆,2021,16791.5,15983.6,103.4,37.33,27427.0,27427.0,2217.0,2217.0,57.26,1360.0,324.2,,,,11.3,1569.1,,1093.24,4395.0,,
新疆,2022,18550.5,17741.3,107.0,41.0,26497.0,26497.0,2223.0,2223.0,57.89,1273.0,317.1,,,,10.3,2457.5,,1222.32,4951.0,,
新疆,2023,19603.3,19125.9,103.2,40.3,27356.0,27356.0,2376.0,2376.0,59.24,1388.0,313.4,,,,15.1,3573.6,,1369.08,5484.0,,
新疆,2024,20492.4,20534.1,106.44999999999999,39.6,26995.0,26995.0,2393.0,2393.0,60.36,1391.0,318.0,,,,8.5,4341.59,,1410.49,7312.0,,
江苏,2005,,18598.69,114.5,56.6,989454.0,,107525.0,,50.5,3877.73,,1118.37,,8165.38,,,22792276.24,1322.68,6582.0,994976.0,
江苏,2006,21525.1,21742.05,114.7,56.6,69474.0,69474.0,7683.0,7683.0,51.9,4564.76,,1219.22,1219.2,10069.22,,,41476941.53,1656.68,10214.0,997427.0,997427.0
江苏,2007,26373.8,26018.48,114.9,55.6,69503.0,69503.0,7751.0,7751.0,53.2,4193.17,,1373.58,1373.6,12268.06,,,34947178.6,1894.77,16578.0,998178.0,998178.0
江苏,2008,31445.7,30981.98,113.6,55.0,69168.0,69168.0,8118.0,8118.0,54.3,4384.07,707.6,1631.85,1631.9,15300.55,,,39227193.0,2278.71,22601.0,1050990.0,1050990.0
江苏,2009,35074.6,34457.3,112.35,53.9,68371.0,68371.0,8225.0,8225.0,55.6,4536.13,721.3,1776.52,1776.5,18949.87,,,33873970.3,2654.75,31779.0,1038973.0,1038973.0
江苏,2010,42175.2,41425.48,112.55000000000001,52.5,,,,,60.58,4731.73,763.8,2004.36,2004.4,23184.28,,,46579895.9,3312.61,50298.0,998877.0,998877.0
江苏,2011,49689.5,49110.27,111.85,51.3,67485.0,67485.0,7300.0,7300.0,62.01,,811.3,2125.15,2125.1,26692.62,,,53958089.4,4124.62,84678.0,1042342.0,1042342.0
江苏,2012,54658.4,54058.22,110.55,50.17,66083.0,66083.0,7597.0,7597.0,63.01,,830.9,2232.88,2232.9,30854.24,,,54796148.9,4782.59,110091.0,1042208.0,
江苏,2013,60505.2,59753.37,109.85,49.2,65526.0,65526.0,8030.0,8030.0,64.39,,1503.3,2543.03,2543.0,36373.32,,,55080227.0,5419.49,141259.0,1036985.0,
江苏,2014,66228.3,65088.32,109.15,47.4,65692.0,65692.0,7925.0,7925.0,65.7,,1602.4,2615.4,2615.4,41938.6,,,56355308.0,6006.05,146660.0,1050904.0,
江苏,2015,71876.0,70116.38,108.7,45.7,1238192.0,1238192.0,157135.0,157135.0,67.49,,1552.1,2791.07,2791.1,46246.87,,,,6610.12,154608.0,1056940.0,
江苏,2016,78261.2,77388.28,108.53,44.73,66998.0,66998.0,9048.2,9048.0,68.93,,1497.3,3114.14,3114.1,49663.21,,33614.32,,6531.83,184632.0,1059530.0,
江苏,2017,86512.9,85869.76,107.8,45.02,66100.0,66100.0,9209.52,9210.0,70.18,,1484.6,3394.07,3394.1,53277.03,,39997.45,,6484.33,187005.0,1069078.0,
江苏,2018,93456.3,92595.4,107.15,44.5,65996.0,65996.0,9435.01,9435.0,71.19,,1472.6,3604.21,3604.2,,-0.2,43793.49,,7263.65,198801.0,,
江苏,2019,99836.9,99631.52,106.7,44.4,62652.0,62652.0,9446.62,9447.0,72.47,,1332.3,3526.0,3526.0,,6.9,43383.07,,7339.59,172409.0,,
江苏,2020,104566.6,102718.98,106.1,43.1,,,,,73.44,4893.0,1342.5,,,,22.7,44503.6,,7413.86,177995.0,,
江苏,2021,119853.2,116364.2,103.7,44.49,90085.0,90085.0,15354.0,15354.0,73.94,4863.0,1314.0,,,,6.2,52130.6,,8171.3,188241.0,,
江苏,2022,124564.2,122875.6,108.6,45.5,87223.0,87223.0,15586.0,15586.0,74.42,4805.0,1283.0,,,,-5.7,54218.2,,6803.22,194983.0,,
江苏,2023,130924.3,128222.2,102.8,44.4,89776.0,89776.0,16569.0,16569.0,75.04,4840.0,1311.4,,,,-0.2,52495.4,,7976.99,191877.0,,
江苏,2024,136696.9,137008.0,105.8,43.2,87756.0,87756.0,16478.0,16478.0,75.53,4793.0,1246.3,,,,-4.0,56131.51,,7642.03,229685.0,,
江西,2005,,4056.76,112.8,47.3,570672.0,,48143.0,,37.0,2107.48,,301.97,,2176.6,,,406460.61,252.92,713.0,605243.0,
江西,2006,4752.4,4820.53,112.55,49.7,40069.0,40069.0,3403.0,3403.0,38.68,2321.1,,342.01,342.0,2683.57,,,2429723.375,305.52,823.0,613347.0,613347.0
江西,2007,5847.3,5800.25,112.65,51.7,39945.0,39945.0,3574.0,3574.0,39.8,2195.65,,360.55,360.5,3301.94,,,944854.1,281.86,1012.0,618036.0,618036.0
江西,2008,7028.7,6971.05,112.8,52.7,39623.0,39623.0,3322.0,3322.0,41.36,2223.29,289.2,400.31,400.3,4745.43,,,1361793.1,357.96,1016.0,627532.0,627532.0
江西,2009,7733.0,7655.18,112.85,51.2,39186.0,39186.0,3165.0,3165.0,43.18,2244.15,289.6,445.72,445.7,6643.14,,,1277878.2,430.02,1502.0,634501.0,634501.0
江西,2010,9503.4,9451.26,113.55,54.2,,,,,44.06,2306.09,297.4,535.14,535.1,8772.27,,,2161917.7,585.11,1968.0,625484.0,625484.0
江西,2011,11717.4,11702.82,113.25,54.6,38348.0,38348.0,2923.0,2923.0,45.75,,344.4,631.54,631.5,9087.6,,,3146880.9,777.09,2796.0,641455.0,641455.0
江西,2012,12952.8,12948.88,111.75,53.62,37580.0,37580.0,3040.0,3040.0,47.39,,385.8,659.86,659.9,10774.16,,,3341382.9,978.08,3023.0,644243.0,
江西,2013,14473.4,14410.19,110.55,53.5,37321.0,37321.0,3360.0,3360.0,49.04,,445.0,672.5,672.5,12850.25,,,3674663.4,1178.74,3931.0,657017.0,
江西,2014,15858.6,15714.63,109.9,52.5,37484.0,37486.0,3464.0,3464.0,50.55,,465.3,776.5,776.5,15079.3,,,4273082.0,1381.13,4688.0,657593.0,
江西,2015,17031.1,16723.78,109.7,50.3,710552.0,710552.0,64388.0,64388.0,52.3,,480.5,864.8,864.8,17388.13,,,,1517.03,5722.0,668223.0,
江西,2016,18761.2,18499.0,109.1,47.73,38576.0,38576.0,3701.76,3702.0,53.99,,471.5,898.61,898.6,19694.21,,2638.45,,1471.1,8202.0,658840.0,
江西,2017,20497.6,20006.31,109.0,48.12,38163.0,38163.0,3723.03,3723.0,55.7,,463.5,930.83,930.8,22085.34,,3011.12,,1515.01,11507.0,674130.0,
